"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-01",,"85","72","74"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-02",,"84","70","73"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-03",,"80","65","66"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-04",,"81","58","60"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-05",,"81","58","59"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-06",,"76","50","50"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-07",,"71","47","47"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-08",,"79","47","62"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-09",,"80","48","48"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-10",,"73","48","66"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-11",,"84","66","72"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-12",,"93","72","73"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-13",,"85","65","66"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-14",,"77","53","53"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-15",,"66","45","47"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-16",,"72","46","59"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-17",,"73","44","46"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-18",,"66","41","42"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-19",,"72","41","43"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-20",,"77","43","50"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-21",,"80","49","52"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-22",,"78","52","61"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-23",,"68","48","48"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-24",,"65","42","43"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-25",,"73","41","46"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-26",,"73","45","53"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-27",,"71","49","49"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-28",,"70","49","51"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-29",,"74","47","48"
"USC00280907","BOONTON 1 SE, NJ US","2013-09-30",,"73","47","47"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-01",,"74","46","48"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-02",,"80","48","55"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-03",,"82","54","54"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-04",,"78","53","59"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-05",,"84","59","66"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-06",,"78","65","65"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-07",,"69","64","68"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-08",,"75","46","46"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-09",,"67","46","50"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-10",,"66","50","52"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-11",,"61","52","61"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-12",,"66","58","58"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-13",,"73","54","55"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-14",,"64","46","49"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-15",,"68","46","47"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-16",,"73","46","53"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-17",,"67","53","61"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-18",,"74","56","56"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-19",,"67","40","41"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-20",,"63","41","49"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-21",,"62","37","37"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-22",,"65","37","42"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-23",,"63","36","37"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-24",,"55","37","39"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-25",,"54","31","31"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-26",,"53","29","30"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-27",,"54","29","46"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-28",,"57","32","35"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-29",,"60","34","40"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-30",,"55","36","38"
"USC00280907","BOONTON 1 SE, NJ US","2013-10-31",,"57","38","47"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-01",,"67","47","66"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-02",,"69","46","48"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-03",,"67","44","46"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-04",,"48","29","30"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-05",,"45","30","31"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-06",,"53","31","39"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-07",,"60","34","40"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-08",,"60","35","39"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-09",,"50","29","38"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-10",,"49","34","34"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-11",,"60","34","40"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-12",,"52","35","35"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-13",,"37","27","27"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-14",,"39","27","31"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-15",,"51","28","29"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-16",,"57","28","43"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-17",,"60","42","48"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-18",,"62","48","53"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-19",,"62","41","42"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-20",,"46","31","31"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-21",,"44","23","25"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-22",,"50","23","46"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-23",,"57","37","37"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-24",,"46","22","22"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-25",,"28","21","21"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-26",,"35","21","32"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-27",,"55","32","54"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-28",,"56","29","29"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-29",,"34","26","27"
"USC00280907","BOONTON 1 SE, NJ US","2013-11-30",,"38","20","21"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-01",,"33","19","27"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-02",,"47","27","35"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-03",,"46","28","31"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-05",,"50","32","46"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-06",,"55","45","50"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-07",,"58","35","35"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-08",,"39","25","27"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-09",,"32","26","32"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-10",,"32","29","32"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-11",,"34","22","25"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-12",,"31","20","20"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-13",,"25","16","20"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-14",,"33","16","21"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-15",,"31","16","28"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-16",,"38","24","24"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-17",,"28","14","18"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-18",,"26","15","16"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-19",,"37","16","20"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-20",,"44","20","31"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-21",,"49","31","37"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-22",,"64","37","64"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-23",,"66","49","53"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-24",,"56","29","30"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-25",,"40","15","16"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-26",,"28","16","26"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-27",,"34","23","23"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-28",,"39","23","24"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-29",,"50","24","35"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-30",,"42","33","37"
"USC00280907","BOONTON 1 SE, NJ US","2013-12-31",,"41","17","17"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-01",,"30","17","17"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-02",,"32","17","26"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-03",,"27","11","13"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-04",,"16","0","3"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-05",,"24","1","19"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-06",,"55","7","55"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-07",,"56","1","3"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-08",,"9","3","8"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-09",,"21","7","16"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-10",,"33","15","26"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-11",,"38","26","37"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-12",,"61","37","42"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-13",,"43","27","28"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-14",,"50","27","39"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-15",,"44","29","29"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-16",,"46","29","37"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-17",,"40","24","25"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-18",,"41","25","33"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-19",,"38","24","25"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-20",,"35","23","34"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-21",,"42","23","23"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-22",,"24","3","4"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-23",,"15","0","5"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-24",,"20","4","8"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-25",,"19","8","15"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-26",,"23","11","13"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-27",,"29","12","25"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-28",,"42","10","11"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-29",,"20","9","11"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-30",,"22","6","6"
"USC00280907","BOONTON 1 SE, NJ US","2014-01-31",,"28","5","24"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-01",,"39","24","29"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-02",,"45","25","27"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-03",,"50","26","32"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-04",,"33","14","15"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-05",,"36","15","28"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-06",,"33","18","19"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-07",,"30","10","21"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-08",,"31","12","16"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-09",,"28","12","16"
"USC00280907","BOONTON 1 SE, NJ US","2014-02-10",,"30","16","17"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-19",,"44","27","31"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-20",,"42","31","38"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-21",,"52","36","37"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-22",,"51","30","34"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-23",,"60","34","37"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-24",,"41","19","20"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-25",,"35","18","21"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-26",,"39","21","32"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-27",,"35","19","20"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-28",,"43","20","33"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-29",,"53","33","41"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-30",,"53","41","46"
"USC00280907","BOONTON 1 SE, NJ US","2014-03-31",,"46","36","37"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-01",,"53","33","34"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-02",,"62","33","37"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-03",,"55","37","43"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-04",,"66","42","42"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-05",,"44","38","44"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-06",,"54","33","38"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-07",,"60","34","35"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-08",,"53","35","46"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-09",,"63","41","42"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-10",,"61","30","31"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-11",,"64","31","50"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-12",,"73","43","45"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-13",,"72","44","49"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-14",,"80","49","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-15",,"77","62","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-16",,"66","30","30"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-17",,"47","30","33"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-18",,"52","31","36"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-19",,"52","35","45"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-20",,"66","43","48"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-21",,"60","32","34"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-22",,"71","34","43"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-23",,"72","43","48"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-24",,"59","40","41"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-25",,"62","38","41"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-26",,"66","41","47"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-27",,"68","45","46"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-28",,"57","40","43"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-29",,"66","42","48"
"USC00280907","BOONTON 1 SE, NJ US","2014-04-30",,"49","40","41"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-01",,"53","41","53"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-02",,"74","53","55"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-03",,"67","46","54"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-04",,"69","51","55"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-05",,"64","48","50"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-06",,"68","48","50"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-07",,"69","42","44"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-08",,"71","44","52"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-09",,"59","51","55"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-10",,"62","55","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-11",,"80","56","57"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-12",,"80","52","57"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-13",,"86","57","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-14",,"73","49","52"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-15",,"75","52","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-16",,"74","60","64"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-17",,"69","50","55"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-18",,"70","44","55"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-19",,"65","46","48"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-20",,"72","48","56"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-21",,"78","55","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-22",,"74","61","61"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-23",,"70","57","59"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-24",,"72","55","58"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-25",,"70","50","53"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-26",,"81","52","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-27",,"86","60","67"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-28",,"87","60","61"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-29",,"61","51","52"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-30",,"70","52","55"
"USC00280907","BOONTON 1 SE, NJ US","2014-05-31",,"79","54","63"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-01",,"74","52","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-02",,"80","50","55"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-03",,"83","55","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-04",,"90","63","65"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-05",,"85","61","61"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-06",,"77","58","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-07",,"76","58","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-08",,"83","56","58"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-09",,"86","58","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-10",,"67","62","65"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-11",,"78","63","63"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-12",,"69","59","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-13",,"67","59","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-14",,"83","65","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-15",,"74","57","64"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-16",,"80","56","57"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-17",,"86","57","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-18",,"92","66","79"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-19",,"90","68","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-20",,"79","55","57"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-21",,"81","57","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-22",,"81","56","59"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-23",,"83","56","59"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-24",,"83","59","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-25",,"86","60","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-26",,"89","69","71"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-27",,"85","69","70"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-28",,"86","61","70"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-29",,"88","60","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-06-30",,"87","60","63"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-01",,"86","63","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-02",,"90","69","75"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-03",,"95","71","73"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-04",,"89","69","70"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-05",,"73","62","63"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-06",,"82","57","64"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-07",,"85","64","71"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-08",,"89","68","70"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-09",,"91","67","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-10",,"88","64","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-11",,"85","64","65"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-12",,"81","63","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-13",,"87","69","71"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-14",,"87","70","72"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-15",,"86","71","73"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-16",,"84","67","68"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-17",,"83","61","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-18",,"83","58","59"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-19",,"82","59","63"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-20",,"80","63","65"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-21",,"82","60","61"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-22",,"87","61","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-23",,"89","65","71"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-24",,"91","69","70"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-25",,"82","59","61"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-26",,"83","61","68"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-27",,"83","68","70"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-28",,"87","68","70"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-29",,"83","61","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-30",,"76","55","63"
"USC00280907","BOONTON 1 SE, NJ US","2014-07-31",,"81","57","59"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-01",,"85","59","64"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-02",,"85","64","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-03",,"77","64","65"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-04",,"77","65","75"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-05",,"85","63","70"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-06",,"88","67","68"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-07",,"84","62","68"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-08",,"82","59","65"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-09",,"83","58","67"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-10",,"84","57","65"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-11",,"90","61","61"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-12",,"87","61","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-13",,"79","66","68"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-14",,"82","60","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-15",,"79","55","58"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-16",,"73","54","55"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-17",,"79","55","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-18",,"82","56","59"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-19",,"82","55","56"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-20",,"86","56","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-21",,"86","65","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-22",,"84","64","64"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-23",,"76","60","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-24",,"77","59","63"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-25",,"82","57","57"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-26",,"88","57","61"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-27",,"90","61","64"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-28",,"90","63","63"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-29",,"79","54","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-30",,"80","53","54"
"USC00280907","BOONTON 1 SE, NJ US","2014-08-31",,"78","54","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-01",,"88","69","72"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-02",,"88","69","69"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-03",,"92","67","67"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-04",,"85","58","58"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-05",,"89","58","64"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-06",,"81","64","75"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-07",,"91","61","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-08",,"81","55","56"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-09",,"78","56","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-10",,"75","59","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-11",,"80","59","66"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-12",,"81","58","59"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-13",,"78","56","58"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-14",,"65","49","52"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-15",,"71","46","47"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-16",,"72","47","54"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-17",,"72","47","47"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-18",,"73","46","46"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-19",,"76","46","51"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-20",,"68","50","56"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-21",,"77","56","64"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-22",,"78","62","62"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-23",,"71","42","43"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-24",,"73","42","49"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-25",,"73","48","59"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-26",,"66","51","52"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-27",,"78","51","52"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-28",,"84","51","54"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-29",,"81","53","60"
"USC00280907","BOONTON 1 SE, NJ US","2014-09-30",,"78","53","60"
