"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00282023","CRANFORD, NJ US","2013-10-15",,"67","51","60"
"USC00282023","CRANFORD, NJ US","2013-10-16",,"71","52","57"
"USC00282023","CRANFORD, NJ US","2013-10-17",,"72","57","62"
"USC00282023","CRANFORD, NJ US","2013-10-18",,"71","55","61"
"USC00282023","CRANFORD, NJ US","2013-10-19",,"68","49","50"
"USC00282023","CRANFORD, NJ US","2013-10-20",,"67","48","55"
"USC00282023","CRANFORD, NJ US","2013-10-21",,"64","48","62"
"USC00282023","CRANFORD, NJ US","2013-10-22",,"65","50","59"
"USC00282023","CRANFORD, NJ US","2013-10-23",,"65","45","45"
"USC00282023","CRANFORD, NJ US","2013-10-24",,"57","40","47"
"USC00282023","CRANFORD, NJ US","2013-10-25",,"54","38","44"
"USC00282023","CRANFORD, NJ US","2013-10-26",,"53","37","51"
"USC00282023","CRANFORD, NJ US","2013-10-27",,"56","45","51"
"USC00282023","CRANFORD, NJ US","2013-10-28",,"58","39","41"
"USC00282023","CRANFORD, NJ US","2013-10-29",,"57","41","49"
"USC00282023","CRANFORD, NJ US","2013-10-30",,"58","45","45"
"USC00282023","CRANFORD, NJ US","2013-10-31",,"60","37","56"
"USC00282023","CRANFORD, NJ US","2013-11-01",,"69","56","61"
"USC00282023","CRANFORD, NJ US","2013-11-02",,"68","55","55"
"USC00282023","CRANFORD, NJ US","2013-11-03",,"66","46","46"
"USC00282023","CRANFORD, NJ US","2013-11-04",,"58","32","39"
"USC00282023","CRANFORD, NJ US","2013-11-05",,"47","33","45"
"USC00282023","CRANFORD, NJ US","2013-11-06",,"55","42","51"
"USC00282023","CRANFORD, NJ US","2013-11-07",,"63","45","60"
"USC00282023","CRANFORD, NJ US","2013-11-08",,"61","37","41"
"USC00282023","CRANFORD, NJ US","2013-11-09",,"50","35","39"
"USC00282023","CRANFORD, NJ US","2013-11-10",,"50","34","50"
"USC00282023","CRANFORD, NJ US","2013-11-11",,"61","39","44"
"USC00282023","CRANFORD, NJ US","2013-11-12",,"53","37","37"
"USC00282023","CRANFORD, NJ US","2013-11-13",,"51","26","32"
"USC00282023","CRANFORD, NJ US","2013-11-14",,"43","31","40"
"USC00282023","CRANFORD, NJ US","2013-11-15",,"51","32","42"
"USC00282023","CRANFORD, NJ US","2013-11-16",,"57","30","51"
"USC00282023","CRANFORD, NJ US","2013-11-17",,"60","51","53"
"USC00282023","CRANFORD, NJ US","2013-11-18",,"63","50","60"
"USC00282023","CRANFORD, NJ US","2013-11-19",,"64","43","46"
"USC00282023","CRANFORD, NJ US","2013-11-20",,"51","33","36"
"USC00282023","CRANFORD, NJ US","2013-11-21",,"48","30","38"
"USC00282023","CRANFORD, NJ US","2013-11-22",,"51","31","49"
"USC00282023","CRANFORD, NJ US","2013-11-23",,"57","39","42"
"USC00282023","CRANFORD, NJ US","2013-11-24",,"53","23","26"
"USC00282023","CRANFORD, NJ US","2013-11-25",,"31","20","28"
"USC00282023","CRANFORD, NJ US","2013-11-26",,"35","21","32"
"USC00282023","CRANFORD, NJ US","2013-11-27",,"60","32","47"
"USC00282023","CRANFORD, NJ US","2013-11-28",,"61","30","32"
"USC00282023","CRANFORD, NJ US","2013-11-29",,"35","30","30"
"USC00282023","CRANFORD, NJ US","2013-11-30",,"39","29","29"
"USC00282023","CRANFORD, NJ US","2013-12-01",,"41","29","39"
"USC00282023","CRANFORD, NJ US","2013-12-02",,"47","32","40"
"USC00282023","CRANFORD, NJ US","2013-12-03",,"49","34","40"
"USC00282023","CRANFORD, NJ US","2013-12-04",,"51","37","44"
"USC00282023","CRANFORD, NJ US","2013-12-05",,"53","40","50"
"USC00282023","CRANFORD, NJ US","2013-12-06",,"59","48","48"
"USC00282023","CRANFORD, NJ US","2013-12-07",,"61","37","37"
"USC00282023","CRANFORD, NJ US","2013-12-08",,"41","27","28"
"USC00282023","CRANFORD, NJ US","2013-12-09",,"35","26","33"
"USC00282023","CRANFORD, NJ US","2013-12-10",,"39","33","33"
"USC00282023","CRANFORD, NJ US","2013-12-11",,"36","23","28"
"USC00282023","CRANFORD, NJ US","2013-12-12",,"31","21","21"
"USC00282023","CRANFORD, NJ US","2013-12-13",,"26","20","22"
"USC00282023","CRANFORD, NJ US","2013-12-14",,"33","20","24"
"USC00282023","CRANFORD, NJ US","2013-12-15",,"35","22","32"
"USC00282023","CRANFORD, NJ US","2013-12-16",,"37","24","24"
"USC00282023","CRANFORD, NJ US","2013-12-17",,"32","10","24"
"USC00282023","CRANFORD, NJ US","2013-12-18",,"34","22","32"
"USC00282023","CRANFORD, NJ US","2013-12-19",,"37","26","32"
"USC00282023","CRANFORD, NJ US","2013-12-20",,"42","26","39"
"USC00282023","CRANFORD, NJ US","2013-12-21",,"53","39","50"
"USC00282023","CRANFORD, NJ US","2013-12-22",,"65","45","63"
"USC00282023","CRANFORD, NJ US","2013-12-23",,"70","60","61"
"USC00282023","CRANFORD, NJ US","2013-12-24",,"62","34","35"
"USC00282023","CRANFORD, NJ US","2013-12-25",,"41","12","17"
"USC00282023","CRANFORD, NJ US","2013-12-26",,"31","17","29"
"USC00282023","CRANFORD, NJ US","2013-12-27",,"36","29","34"
"USC00282023","CRANFORD, NJ US","2013-12-28",,"41","26","40"
"USC00282023","CRANFORD, NJ US","2013-12-29",,"53","33","41"
"USC00282023","CRANFORD, NJ US","2013-12-30",,"45","39","39"
"USC00282023","CRANFORD, NJ US","2013-12-31",,"45","21","26"
"USC00282023","CRANFORD, NJ US","2014-01-01",,"33","21","22"
"USC00282023","CRANFORD, NJ US","2014-01-02",,"32","22","25"
"USC00282023","CRANFORD, NJ US","2014-01-03",,"31","12","14"
"USC00282023","CRANFORD, NJ US","2014-01-04",,"19","11","18"
"USC00282023","CRANFORD, NJ US","2014-01-05",,"30","8","26"
"USC00282023","CRANFORD, NJ US","2014-01-06",,"57","26","40"
"USC00282023","CRANFORD, NJ US","2014-01-07",,"55","1","10"
"USC00282023","CRANFORD, NJ US","2014-01-08",,"18","5","8"
"USC00282023","CRANFORD, NJ US","2014-01-09",,"26","6","25"
"USC00282023","CRANFORD, NJ US","2014-01-10",,"31","20","28"
"USC00282023","CRANFORD, NJ US","2014-01-11",,"51","26","50"
"USC00282023","CRANFORD, NJ US","2014-01-12",,"61","35","42"
"USC00282023","CRANFORD, NJ US","2014-01-13",,"52","33","38"
"USC00282023","CRANFORD, NJ US","2014-01-14",,"51","38","45"
"USC00282023","CRANFORD, NJ US","2014-01-15",,"52","44","45"
"USC00282023","CRANFORD, NJ US","2014-01-16",,"49","33","37"
"USC00282023","CRANFORD, NJ US","2014-01-17",,"51","27","35"
"USC00282023","CRANFORD, NJ US","2014-01-18",,"45","29","34"
"USC00282023","CRANFORD, NJ US","2014-01-19",,"39","23","27"
"USC00282023","CRANFORD, NJ US","2014-01-20",,"37","26","35"
"USC00282023","CRANFORD, NJ US","2014-01-21",,"44","32","33"
"USC00282023","CRANFORD, NJ US","2014-01-22",,"33","5","9"
"USC00282023","CRANFORD, NJ US","2014-01-23",,"17","-2","14"
"USC00282023","CRANFORD, NJ US","2014-01-24",,"20","6","12"
"USC00282023","CRANFORD, NJ US","2014-01-25",,"20","0","20"
"USC00282023","CRANFORD, NJ US","2014-01-26",,"25","14","21"
"USC00282023","CRANFORD, NJ US","2014-01-27",,"32","16","31"
"USC00282023","CRANFORD, NJ US","2014-01-28",,"41","13","13"
"USC00282023","CRANFORD, NJ US","2014-01-29",,"20","13","14"
"USC00282023","CRANFORD, NJ US","2014-01-30",,"23","10","20"
"USC00282023","CRANFORD, NJ US","2014-01-31",,"30","17","26"
"USC00282023","CRANFORD, NJ US","2014-02-01",,"41","19","41"
"USC00282023","CRANFORD, NJ US","2014-02-02",,"49","33","45"
"USC00282023","CRANFORD, NJ US","2014-02-03",,"55","40","43"
"USC00282023","CRANFORD, NJ US","2014-02-04",,"43","20","28"
"USC00282023","CRANFORD, NJ US","2014-02-05",,"34","19","32"
"USC00282023","CRANFORD, NJ US","2014-02-06",,"35","21","25"
"USC00282023","CRANFORD, NJ US","2014-02-07",,"32","22","24"
"USC00282023","CRANFORD, NJ US","2014-02-08",,"31","18","20"
"USC00282023","CRANFORD, NJ US","2014-02-09",,"30","20","25"
"USC00282023","CRANFORD, NJ US","2014-02-10",,"30","17","20"
"USC00282023","CRANFORD, NJ US","2014-02-11",,"28","12","20"
"USC00282023","CRANFORD, NJ US","2014-02-12",,"26","13","18"
"USC00282023","CRANFORD, NJ US","2014-02-13",,"24","14","20"
"USC00282023","CRANFORD, NJ US","2014-02-14",,"36","20","35"
"USC00282023","CRANFORD, NJ US","2014-02-15",,"42","34","36"
"USC00282023","CRANFORD, NJ US","2014-02-16",,"43","32","35"
"USC00282023","CRANFORD, NJ US","2014-02-17",,"35","15","28"
"USC00282023","CRANFORD, NJ US","2014-02-18",,"32","18","20"
"USC00282023","CRANFORD, NJ US","2014-02-19",,"39","20","30"
"USC00282023","CRANFORD, NJ US","2014-02-20",,"44","30","35"
"USC00282023","CRANFORD, NJ US","2014-02-21",,"53","33","38"
"USC00282023","CRANFORD, NJ US","2014-02-22",,"49","37","41"
"USC00282023","CRANFORD, NJ US","2014-02-23",,"55","36","40"
"USC00282023","CRANFORD, NJ US","2014-02-24",,"54","40","43"
"USC00282023","CRANFORD, NJ US","2014-02-25",,"43","22","30"
"USC00282023","CRANFORD, NJ US","2014-02-26",,"35","24","31"
"USC00282023","CRANFORD, NJ US","2014-02-27",,"31","14","17"
"USC00282023","CRANFORD, NJ US","2014-02-28",,"34","17","21"
"USC00282023","CRANFORD, NJ US","2014-03-01",,"30","12","30"
"USC00282023","CRANFORD, NJ US","2014-03-02",,"37","16","35"
"USC00282023","CRANFORD, NJ US","2014-03-03",,"40","21","23"
"USC00282023","CRANFORD, NJ US","2014-03-04",,"34","12","19"
"USC00282023","CRANFORD, NJ US","2014-03-05",,"33","11","32"
"USC00282023","CRANFORD, NJ US","2014-03-06",,"40","17","21"
"USC00282023","CRANFORD, NJ US","2014-03-07",,"31","16","28"
"USC00282023","CRANFORD, NJ US","2014-03-08",,"37","26","37"
"USC00282023","CRANFORD, NJ US","2014-03-09",,"52","35","39"
"USC00282023","CRANFORD, NJ US","2014-03-10",,"44","35","39"
"USC00282023","CRANFORD, NJ US","2014-03-11",,"55","38","52"
"USC00282023","CRANFORD, NJ US","2014-03-12",,"60","42","50"
"USC00282023","CRANFORD, NJ US","2014-03-13",,"58","20","21"
"USC00282023","CRANFORD, NJ US","2014-03-14",,"53","21","24"
"USC00282023","CRANFORD, NJ US","2014-03-15",,"46","21","43"
"USC00282023","CRANFORD, NJ US","2014-03-16",,"58","32","35"
"USC00282023","CRANFORD, NJ US","2014-03-17",,"43","31","32"
"USC00282023","CRANFORD, NJ US","2014-03-18",,"35","24","25"
"USC00282023","CRANFORD, NJ US","2014-03-19",,"42","25","35"
"USC00282023","CRANFORD, NJ US","2014-03-20",,"51","31","41"
"USC00282023","CRANFORD, NJ US","2014-03-21",,"55","36","43"
"USC00282023","CRANFORD, NJ US","2014-03-22",,"52","35","48"
"USC00282023","CRANFORD, NJ US","2014-03-23",,"62","40","41"
"USC00282023","CRANFORD, NJ US","2014-03-24",,"45","21","30"
"USC00282023","CRANFORD, NJ US","2014-03-25",,"37","22","33"
"USC00282023","CRANFORD, NJ US","2014-03-26",,"39","27","30"
"USC00282023","CRANFORD, NJ US","2014-03-27",,"38","22","29"
"USC00282023","CRANFORD, NJ US","2014-03-28",,"45","21","42"
"USC00282023","CRANFORD, NJ US","2014-03-29",,"50","42","49"
"USC00282023","CRANFORD, NJ US","2014-03-30",,"58","46","47"
"USC00282023","CRANFORD, NJ US","2014-03-31",,"54","34","45"
"USC00282023","CRANFORD, NJ US","2014-04-01",,"55","35","42"
"USC00282023","CRANFORD, NJ US","2014-04-02",,"61","33","41"
"USC00282023","CRANFORD, NJ US","2014-04-03",,"56","41","52"
"USC00282023","CRANFORD, NJ US","2014-04-04",,"67","47","48"
"USC00282023","CRANFORD, NJ US","2014-04-05",,"54","41","51"
"USC00282023","CRANFORD, NJ US","2014-04-06",,"55","35","38"
"USC00282023","CRANFORD, NJ US","2014-04-07",,"61","37","42"
"USC00282023","CRANFORD, NJ US","2014-04-08",,"62","39","59"
"USC00282023","CRANFORD, NJ US","2014-04-09",,"64","46","57"
"USC00282023","CRANFORD, NJ US","2014-04-10",,"63","40","52"
"USC00282023","CRANFORD, NJ US","2014-04-11",,"65","41","52"
"USC00282023","CRANFORD, NJ US","2014-04-12",,"78","51","52"
"USC00282023","CRANFORD, NJ US","2014-04-13",,"72","49","62"
"USC00282023","CRANFORD, NJ US","2014-04-14",,"79","53","70"
"USC00282023","CRANFORD, NJ US","2014-04-15",,"80","64","64"
"USC00282023","CRANFORD, NJ US","2014-04-16",,"64","29","37"
"USC00282023","CRANFORD, NJ US","2014-04-17",,"50","35","40"
"USC00282023","CRANFORD, NJ US","2014-04-18",,"54","35","35"
"USC00282023","CRANFORD, NJ US","2014-04-19",,"50","34","45"
"USC00282023","CRANFORD, NJ US","2014-04-20",,"65","39","53"
"USC00282023","CRANFORD, NJ US","2014-04-21",,"57","38","48"
"USC00282023","CRANFORD, NJ US","2014-04-22",,"67","37","57"
"USC00282023","CRANFORD, NJ US","2014-04-23",,"71","50","53"
"USC00282023","CRANFORD, NJ US","2014-04-24",,"61","40","50"
"USC00282023","CRANFORD, NJ US","2014-04-25",,"62","43","52"
"USC00282023","CRANFORD, NJ US","2014-04-26",,"64","41","49"
"USC00282023","CRANFORD, NJ US","2014-04-27",,"68","43","44"
"USC00282023","CRANFORD, NJ US","2014-04-28",,"60","44","56"
"USC00282023","CRANFORD, NJ US","2014-04-29",,"67","45","46"
"USC00282023","CRANFORD, NJ US","2014-04-30",,"56","43","43"
"USC00282023","CRANFORD, NJ US","2014-05-01",,"61","42","57"
"USC00282023","CRANFORD, NJ US","2014-05-02",,"76","51","56"
"USC00282023","CRANFORD, NJ US","2014-05-03",,"71","48","63"
"USC00282023","CRANFORD, NJ US","2014-05-04",,"70","53","59"
"USC00282023","CRANFORD, NJ US","2014-05-05",,"65","49","57"
"USC00282023","CRANFORD, NJ US","2014-05-06",,"69","49","57"
"USC00282023","CRANFORD, NJ US","2014-05-07",,"71","47","61"
"USC00282023","CRANFORD, NJ US","2014-05-08",,"68","52","53"
"USC00282023","CRANFORD, NJ US","2014-05-09",,"62","53","55"
"USC00282023","CRANFORD, NJ US","2014-05-10",,"62","55","62"
"USC00282023","CRANFORD, NJ US","2014-05-11",,"82","59","63"
"USC00282023","CRANFORD, NJ US","2014-05-12",,"79","60","76"
"USC00282023","CRANFORD, NJ US","2014-05-13",,"83","62","66"
"USC00282023","CRANFORD, NJ US","2014-05-14",,"72","59","59"
"USC00282023","CRANFORD, NJ US","2014-05-15",,"71","51","61"
"USC00282023","CRANFORD, NJ US","2014-05-16",,"75","61","69"
"USC00282023","CRANFORD, NJ US","2014-05-17",,"72","54","54"
"USC00282023","CRANFORD, NJ US","2014-05-18",,"70","51","61"
"USC00282023","CRANFORD, NJ US","2014-05-19",,"68","46","60"
"USC00282023","CRANFORD, NJ US","2014-05-20",,"71","48","68"
"USC00282023","CRANFORD, NJ US","2014-05-21",,"77","51","64"
"USC00282023","CRANFORD, NJ US","2014-05-22",,"73","63","63"
"USC00282023","CRANFORD, NJ US","2014-05-23",,"69","62","62"
"USC00282023","CRANFORD, NJ US","2014-05-24",,"71","53","62"
"USC00282023","CRANFORD, NJ US","2014-05-25",,"70","51","68"
"USC00282023","CRANFORD, NJ US","2014-05-26",,"80","61","63"
"USC00282023","CRANFORD, NJ US","2014-05-27",,"87","63","80"
"USC00282023","CRANFORD, NJ US","2014-05-28",,"86","62","63"
"USC00282023","CRANFORD, NJ US","2014-05-29",,"70","52","56"
"USC00282023","CRANFORD, NJ US","2014-05-30",,"65","51","65"
"USC00282023","CRANFORD, NJ US","2014-05-31",,"77","55","68"
"USC00282023","CRANFORD, NJ US","2014-06-01",,"74","54","67"
"USC00282023","CRANFORD, NJ US","2014-06-02",,"77","52","69"
"USC00282023","CRANFORD, NJ US","2014-06-03",,"80","60","77"
"USC00282023","CRANFORD, NJ US","2014-06-04",,"91","65","67"
"USC00282023","CRANFORD, NJ US","2014-06-05",,"84","65","65"
"USC00282023","CRANFORD, NJ US","2014-06-06",,"75","60","62"
"USC00282023","CRANFORD, NJ US","2014-06-07",,"74","58","63"
"USC00282023","CRANFORD, NJ US","2014-06-08",,"81","59","69"
"USC00282023","CRANFORD, NJ US","2014-06-09",,"73","61","62"
"USC00282023","CRANFORD, NJ US","2014-06-10",,"73","62","68"
"USC00282023","CRANFORD, NJ US","2014-06-11",,"79","66","66"
"USC00282023","CRANFORD, NJ US","2014-06-12",,"73","62","62"
"USC00282023","CRANFORD, NJ US","2014-06-13",,"74","62","66"
"USC00282023","CRANFORD, NJ US","2014-06-14",,"81","66","69"
"USC00282023","CRANFORD, NJ US","2014-06-15",,"77","57","67"
"USC00282023","CRANFORD, NJ US","2014-06-16",,"80","59","71"
"USC00282023","CRANFORD, NJ US","2014-06-17",,"82","61","82"
"USC00282023","CRANFORD, NJ US","2014-06-18",,"90","71","83"
"USC00282023","CRANFORD, NJ US","2014-06-19",,"91","80","80"
"USC00282023","CRANFORD, NJ US","2014-06-20",,"80","68","68"
"USC00282023","CRANFORD, NJ US","2014-06-21",,"79","59","63"
"USC00282023","CRANFORD, NJ US","2014-06-22",,"78","61","72"
"USC00282023","CRANFORD, NJ US","2014-06-23",,"80","62","70"
"USC00282023","CRANFORD, NJ US","2014-06-24",,"81","64","76"
"USC00282023","CRANFORD, NJ US","2014-06-25",,"80","63","78"
"USC00282023","CRANFORD, NJ US","2014-06-26",,"88","69","69"
"USC00282023","CRANFORD, NJ US","2014-06-27",,"85","69","70"
"USC00282023","CRANFORD, NJ US","2014-06-28",,"83","68","73"
"USC00282023","CRANFORD, NJ US","2014-06-29",,"85","64","72"
"USC00282023","CRANFORD, NJ US","2014-06-30",,"72","66","68"
"USC00282023","CRANFORD, NJ US","2014-07-01",,"85","64","85"
"USC00282023","CRANFORD, NJ US","2014-07-02",,"94","72","86"
"USC00282023","CRANFORD, NJ US","2014-07-03",,"90","73","75"
"USC00282023","CRANFORD, NJ US","2014-07-04",,"87","70","70"
"USC00282023","CRANFORD, NJ US","2014-07-05",,"73","66","68"
"USC00282023","CRANFORD, NJ US","2014-07-06",,"80","61","71"
"USC00282023","CRANFORD, NJ US","2014-07-07",,"83","65","79"
"USC00282023","CRANFORD, NJ US","2014-07-08",,"92","73","73"
"USC00282023","CRANFORD, NJ US","2014-07-09",,"93","72","72"
"USC00282023","CRANFORD, NJ US","2014-07-10",,"87","71","72"
"USC00282023","CRANFORD, NJ US","2014-07-11",,"83","70","71"
"USC00282023","CRANFORD, NJ US","2014-07-12",,"85","71","80"
"USC00282023","CRANFORD, NJ US","2014-07-13",,"87","68","72"
"USC00282023","CRANFORD, NJ US","2014-07-14",,"86","71","74"
"USC00282023","CRANFORD, NJ US","2014-07-15",,"87","72","76"
"USC00282023","CRANFORD, NJ US","2014-07-16",,"88","65","70"
"USC00282023","CRANFORD, NJ US","2014-07-17",,"82","66","73"
"USC00282023","CRANFORD, NJ US","2014-07-18",,"81","61","69"
"USC00282023","CRANFORD, NJ US","2014-07-19",,"80","61","69"
"USC00282023","CRANFORD, NJ US","2014-07-20",,"80","68","72"
"USC00282023","CRANFORD, NJ US","2014-07-21",,"79","65","75"
"USC00282023","CRANFORD, NJ US","2014-07-22",,"86","68","76"
"USC00282023","CRANFORD, NJ US","2014-07-23",,"88","69","81"
"USC00282023","CRANFORD, NJ US","2014-07-24",,"92","70","73"
"USC00282023","CRANFORD, NJ US","2014-07-25",,"82","63","73"
"USC00282023","CRANFORD, NJ US","2014-07-26",,"82","64","73"
"USC00282023","CRANFORD, NJ US","2014-07-27",,"81","66","74"
"USC00282023","CRANFORD, NJ US","2014-07-28",,"88","71","71"
"USC00282023","CRANFORD, NJ US","2014-07-29",,"82","70","72"
"USC00282023","CRANFORD, NJ US","2014-07-30",,"77","65","66"
"USC00282023","CRANFORD, NJ US","2014-07-31",,"80","59","70"
"USC00282023","CRANFORD, NJ US","2014-08-01",,"83","65","77"
"USC00282023","CRANFORD, NJ US","2014-08-02",,"85","66","70"
"USC00282023","CRANFORD, NJ US","2014-08-03",,"82","66","68"
"USC00282023","CRANFORD, NJ US","2014-08-04",,"78","67","72"
"USC00282023","CRANFORD, NJ US","2014-08-05",,"85","70","79"
"USC00282023","CRANFORD, NJ US","2014-08-06",,"91","71","74"
"USC00282023","CRANFORD, NJ US","2014-08-07",,"80","59","71"
"USC00282023","CRANFORD, NJ US","2014-08-08",,"83","59","71"
"USC00282023","CRANFORD, NJ US","2014-08-09",,"84","56","72"
"USC00282023","CRANFORD, NJ US","2014-08-10",,"86","66","74"
"USC00282023","CRANFORD, NJ US","2014-08-11",,"87","69","70"
"USC00282023","CRANFORD, NJ US","2014-08-12",,"89","68","70"
"USC00282023","CRANFORD, NJ US","2014-08-13",,"80","70","71"
"USC00282023","CRANFORD, NJ US","2014-08-14",,"84","67","70"
"USC00282023","CRANFORD, NJ US","2014-08-15",,"79","59","60"
"USC00282023","CRANFORD, NJ US","2014-08-16",,"74","60","68"
"USC00282023","CRANFORD, NJ US","2014-08-17",,"77","58","72"
"USC00282023","CRANFORD, NJ US","2014-08-18",,"81","60","60"
"USC00282023","CRANFORD, NJ US","2014-08-19",,"83","60","70"
"USC00282023","CRANFORD, NJ US","2014-08-20",,"82","63","71"
"USC00282023","CRANFORD, NJ US","2014-08-21",,"85","68","72"
"USC00282023","CRANFORD, NJ US","2014-08-22",,"83","65","67"
"USC00282023","CRANFORD, NJ US","2014-08-23",,"80","67","68"
"USC00282023","CRANFORD, NJ US","2014-08-24",,"78","68","72"
"USC00282023","CRANFORD, NJ US","2014-08-25",,"81","61","65"
"USC00282023","CRANFORD, NJ US","2014-08-26",,"87","63","69"
"USC00282023","CRANFORD, NJ US","2014-08-27",,"85","66","66"
"USC00282023","CRANFORD, NJ US","2014-08-28",,"91","66","70"
"USC00282023","CRANFORD, NJ US","2014-08-29",,"80","59","60"
"USC00282023","CRANFORD, NJ US","2014-08-30",,"79","59","73"
"USC00282023","CRANFORD, NJ US","2014-08-31",,"81","63","75"
"USC00282023","CRANFORD, NJ US","2014-09-01",,"87","68","79"
"USC00282023","CRANFORD, NJ US","2014-09-02",,"91","74","78"
"USC00282023","CRANFORD, NJ US","2014-09-03",,"92","72","75"
"USC00282023","CRANFORD, NJ US","2014-09-04",,"84","66","76"
"USC00282023","CRANFORD, NJ US","2014-09-05",,"87","67","71"
"USC00282023","CRANFORD, NJ US","2014-09-06",,"86","70","75"
"USC00282023","CRANFORD, NJ US","2014-09-07",,"90","64","66"
"USC00282023","CRANFORD, NJ US","2014-09-08",,"79","64","64"
"USC00282023","CRANFORD, NJ US","2014-09-09",,"76","63","66"
"USC00282023","CRANFORD, NJ US","2014-09-10",,"75","65","73"
"USC00282023","CRANFORD, NJ US","2014-09-11",,"79","64","67"
"USC00282023","CRANFORD, NJ US","2014-09-12",,"82","60","60"
"USC00282023","CRANFORD, NJ US","2014-09-13",,"75","59","59"
"USC00282023","CRANFORD, NJ US","2014-09-14",,"67","52","58"
"USC00282023","CRANFORD, NJ US","2014-09-15",,"70","52","52"
"USC00282023","CRANFORD, NJ US","2014-09-16",,"75","47","57"
"USC00282023","CRANFORD, NJ US","2014-09-17",,"70","54","60"
"USC00282023","CRANFORD, NJ US","2014-09-18",,"71","53","62"
"USC00282023","CRANFORD, NJ US","2014-09-19",,"75","55","60"
"USC00282023","CRANFORD, NJ US","2014-09-20",,"73","56","70"
"USC00282023","CRANFORD, NJ US","2014-09-21",,"77","57","67"
"USC00282023","CRANFORD, NJ US","2014-09-22",,"78","59","64"
"USC00282023","CRANFORD, NJ US","2014-09-23",,"71","45","57"
"USC00282023","CRANFORD, NJ US","2014-09-24",,"65","48","65"
"USC00282023","CRANFORD, NJ US","2014-09-25",,"67","45","57"
"USC00282023","CRANFORD, NJ US","2014-09-26",,"78","57","68"
"USC00282023","CRANFORD, NJ US","2014-09-27",,"75","56","70"
"USC00282023","CRANFORD, NJ US","2014-09-28",,"80","57","73"
"USC00282023","CRANFORD, NJ US","2014-09-29",,"87","52","69"
"USC00282023","CRANFORD, NJ US","2014-09-30",,"79","65","70"
"USC00282023","CRANFORD, NJ US","2014-10-01",,"74","63","63"
"USC00282023","CRANFORD, NJ US","2014-10-02",,"68","63","63"
"USC00282023","CRANFORD, NJ US","2014-10-03",,"69","60","66"
"USC00282023","CRANFORD, NJ US","2014-10-04",,"70","56","62"
"USC00282023","CRANFORD, NJ US","2014-10-05",,"69","59","63"
"USC00282023","CRANFORD, NJ US","2014-10-06",,"63","44","60"
"USC00282023","CRANFORD, NJ US","2014-10-07",,"71","47","63"
"USC00282023","CRANFORD, NJ US","2014-10-08",,"72","57","67"
"USC00282023","CRANFORD, NJ US","2014-10-09",,"74","60","63"
"USC00282023","CRANFORD, NJ US","2014-10-10",,"69","60","61"
"USC00282023","CRANFORD, NJ US","2014-10-11",,"65","42","51"
"USC00282023","CRANFORD, NJ US","2014-10-12",,"60","46","56"
"USC00282023","CRANFORD, NJ US","2014-10-13",,"61","45","53"
"USC00282023","CRANFORD, NJ US","2014-10-14",,"68","51","65"
"USC00282023","CRANFORD, NJ US","2014-10-15",,"78","64","73"
"USC00282023","CRANFORD, NJ US","2014-10-16",,"80","71","73"
"USC00282023","CRANFORD, NJ US","2014-10-17",,"73","54","67"
"USC00282023","CRANFORD, NJ US","2014-10-18",,"75","61","65"
"USC00282023","CRANFORD, NJ US","2014-10-19",,"66","52","52"
"USC00282023","CRANFORD, NJ US","2014-10-20",,"58","40","50"
"USC00282023","CRANFORD, NJ US","2014-10-21",,"63","32","60"
"USC00282023","CRANFORD, NJ US","2014-10-22",,"63","50","52"
"USC00282023","CRANFORD, NJ US","2014-10-23",,"56","45","50"
"USC00282023","CRANFORD, NJ US","2014-10-24",,"53","50","52"
"USC00282023","CRANFORD, NJ US","2014-10-25",,"66","47","56"
"USC00282023","CRANFORD, NJ US","2014-10-26",,"65","50","61"
"USC00282023","CRANFORD, NJ US","2014-10-27",,"64","47","48"
"USC00282023","CRANFORD, NJ US","2014-10-28",,"62","39","60"
"USC00282023","CRANFORD, NJ US","2014-10-29",,"76","55","64"
"USC00282023","CRANFORD, NJ US","2014-10-30",,"69","47","51"
"USC00282023","CRANFORD, NJ US","2014-10-31",,"59","44","44"
"USC00282023","CRANFORD, NJ US","2014-11-01",,"53","42","42"
"USC00282023","CRANFORD, NJ US","2014-11-02",,"52","41","41"
"USC00282023","CRANFORD, NJ US","2014-11-03",,"50","39","46"
"USC00282023","CRANFORD, NJ US","2014-11-04",,"58","38","55"
"USC00282023","CRANFORD, NJ US","2014-11-05",,"72","55","57"
"USC00282023","CRANFORD, NJ US","2014-11-06",,"65","52","53"
"USC00282023","CRANFORD, NJ US","2014-11-07",,"55","45","51"
"USC00282023","CRANFORD, NJ US","2014-11-08",,"54","27","31"
"USC00282023","CRANFORD, NJ US","2014-11-09",,"54","31","51"
"USC00282023","CRANFORD, NJ US","2014-11-10",,"58","42","54"
"USC00282023","CRANFORD, NJ US","2014-11-11",,"60","45","57"
"USC00282023","CRANFORD, NJ US","2014-11-12",,"63","49","55"
"USC00282023","CRANFORD, NJ US","2014-11-13",,"65","36","44"
"USC00282023","CRANFORD, NJ US","2014-11-14",,"48","33","35"
"USC00282023","CRANFORD, NJ US","2014-11-15",,"43","35","36"
"USC00282023","CRANFORD, NJ US","2014-11-16",,"46","29","36"
"USC00282023","CRANFORD, NJ US","2014-11-17",,"45","23","38"
